Timestamp;Temp;Hum;OFFCHIP_PLATINUM_78kHz_IN-PHASE;OFFCHIP_GOLD_78kHz_IN-PHASE;OFFCHIP_PLATINUM_200Hz_IN-PHASE;OFFCHIP_PLATINUM_200Hz_QUADRATURE;OFFCHIP_GOLD_200Hz_IN-PHASE;OFFCHIP_GOLD_200Hz_QUADRATURE;OFFCHIP_SILVER_200Hz_IN-PHASE;OFFCHIP_SILVER_200Hz_QUADRATURE;OFFCHIP_NICKEL_200Hz_IN-PHASE;OFFCHIP_NICKEL_200Hz_QUADRATURE;DISTANCE;STATE;FILTERED_ANALYTE;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;ANALYTE;CONFIDENCE DEGREE;CONCENTRATION;RELIABILITY;
193.096;----;----;924.4714;13006.187;7343.7593;-6144.4893;2435.8025;-2289.0225;5572.5576;-2855.135;1343.4933;-2078.9185;161.88814;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
194.194;----;----;924.4419;13005.612;7349.3994;-6152.2085;2437.0024;-2290.9585;5572.2104;-2856.7515;1343.0249;-2080.1736;101.7678;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
195.283;----;----;924.4768;13004.887;7354.812;-6150.508;2438.3147;-2290.0237;5571.51;-2854.642;1342.7108;-2078.975;112.24633;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
196.374;----;----;924.447;13004.269;7360.6987;-6148.101;2439.7324;-2288.9597;5572.353;-2852.5396;1343.5414;-2077.8516;160.93518;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
197.461;----;----;924.48157;13003.627;7366.1553;-6155.7197;2440.5615;-2290.8997;5570.831;-2854.1934;1342.9451;-2079.2358;143.75394;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
198.542;----;----;924.514;13002.963;7372.333;-6161.8;2441.9014;-2292.281;5570.9043;-2854.7437;1343.0735;-2080.1587;86.86676;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
199.634;----;----;924.4819;13002.34;7377.4995;-6163.0625;2442.5325;-2292.5134;5571.5977;-2854.0723;1343.0688;-2080.024;94.706024;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
200.721;----;----;924.4518;13001.881;7383.2183;-6163.996;2443.1868;-2292.544;5570.748;-2853.3179;1342.9396;-2079.71;162.99919;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
201.808;----;----;924.4235;13001.076;7389.7046;-6171.1836;2442.9875;-2294.4475;5571.1387;-2854.9856;1342.3809;-2080.978;112.688156;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
202.894;----;----;924.39703;13000.384;7395.848;-6169.172;2443.9258;-2293.4194;5572.13;-2852.8616;1343.107;-2079.917;90.96597;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
203.988;----;----;924.4347;12999.672;7401.045;-6170.9736;2445.243;-2293.6433;5572.309;-2852.37;1343.0378;-2079.7346;113.61728;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
205.086;----;----;924.40753;12999.005;7405.542;-6175.975;2445.2278;-2294.9155;5571.7896;-2853.2844;1343.5355;-2080.8137;105.194466;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
206.178;----;----;924.5071;12998.38;7411.571;-6175.164;2445.6511;-2293.796;5572.8027;-2851.3916;1344.1896;-2079.8877;127.05979;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
207.265;----;----;924.4129;12997.669;7417.7227;-6179.9663;2446.2354;-2294.621;5572.6274;-2851.4922;1343.9902;-2080.5198;131.51997;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
208.356;----;----;924.3246;12997.377;7422.4277;-6186.156;2446.2207;-2296.1448;5572.526;-2853.0864;1344.1158;-2081.6748;124.96581;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
209.437;----;----;924.3668;12997.166;7426.4634;-6192.396;2446.8945;-2297.5732;5573.3057;-2854.0186;1344.2336;-2082.7576;136.42343;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
210.517;----;----;924.2814;12996.968;7430.4346;-6199.1836;2448.0261;-2299.4124;5573.224;-2855.7673;1343.5315;-2084.0227;134.43523;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
211.606;----;----;924.2638;12996.845;7437.157;-6203.797;2449.337;-2300.324;5574.3975;-2855.8445;1343.4983;-2084.7087;84.44259;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
212.687;----;----;924.3098;12996.417;7440.96;-6206.997;2450.5034;-2301.1787;5575.31;-2855.9792;1343.7797;-2084.977;88.72976;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
213.782;----;----;924.35297;12995.953;7446.15;-6207.872;2451.472;-2300.855;5575.478;-2854.4805;1344.2935;-2084.541;116.56453;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
214.875;----;----;924.39343;12995.581;7452.7656;-6205.88;2452.1924;-2299.9265;5575.8857;-2852.513;1344.6501;-2083.3823;132.73062;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
215.959;----;----;924.36884;12995.045;7459.093;-6210.9497;2452.8054;-2300.9937;5575.8306;-2852.856;1344.547;-2084.3584;89.474785;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
217.052;----;----;924.40826;12994.667;7464.087;-6212.5776;2453.9426;-2300.9941;5574.654;-2851.74;1344.3878;-2084.086;100.70386;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
218.148;----;----;924.38275;12994.0;7469.4565;-6210.354;2454.5713;-2299.8696;5574.8003;-2849.8188;1345.1135;-2083.0806;130.66206;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
219.24;----;----;924.4213;12993.4375;7474.2407;-6216.582;2455.0981;-2301.2527;5574.813;-2850.455;1345.669;-2084.2007;147.67502;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
220.331;----;----;924.395;12992.91;7479.288;-6223.671;2454.967;-2302.9868;5574.137;-2851.9893;1344.9397;-2085.5005;107.07457;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
221.417;----;----;924.43286;12992.354;7485.4575;-6223.1914;2456.2815;-2302.2375;5573.816;-2849.9275;1345.631;-2084.8442;148.05727;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
222.512;----;----;924.4058;12991.831;7490.991;-6230.0547;2456.514;-2303.9727;5573.14;-2851.2446;1345.404;-2086.0415;117.41132;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
223.6;----;----;924.31793;12991.279;7497.679;-6232.739;2456.9817;-2304.2869;5572.1313;-2850.5417;1345.7538;-2086.2266;103.1173;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
224.688;----;----;924.36053;12990.574;7504.0117;-6233.63;2457.358;-2304.269;5572.373;-2849.7578;1345.6442;-2085.9624;85.45906;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
225.785;----;----;924.2755;12990.038;7508.8857;-6233.4653;2459.023;-2304.0647;5573.287;-2848.523;1346.1039;-2085.5273;159.10445;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
226.877;----;----;924.2583;12989.411;7516.143;-6239.811;2459.5215;-2305.498;5573.2065;-2849.7402;1346.2224;-2086.682;99.44744;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
227.973;----;----;924.2422;12988.886;7521.822;-6238.3228;2459.9263;-2304.7168;5573.944;-2848.0688;1346.021;-2085.6392;145.65054;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
229.057;----;----;924.22705;12988.205;7527.083;-6245.115;2459.9934;-2306.4844;5573.5723;-2849.6895;1345.7072;-2086.9116;128.33836;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
230.153;----;----;924.2129;12987.505;7532.515;-6250.5454;2461.3064;-2307.704;5573.974;-2850.2715;1345.288;-2087.7295;120.37845;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
231.241;----;----;924.1996;12986.786;7539.108;-6247.9487;2461.9124;-2306.5977;5573.663;-2848.2544;1344.895;-2086.4963;95.20191;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
232.324;----;----;924.18713;12985.987;7544.6636;-6249.327;2462.4802;-2306.4978;5572.8716;-2847.051;1345.1516;-2086.1528;115.0439;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
233.403;----;----;924.2379;12985.238;7550.1846;-6245.9316;2462.9502;-2305.0293;5572.3794;-2844.7354;1346.1421;-2084.7683;93.3427;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
234.494;----;----;924.2855;12984.411;7555.3604;-6245.186;2463.4534;-2304.0273;5571.668;-2842.8145;1347.1332;-2083.9077;117.45006;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
235.583;----;----;924.2677;12983.761;7560.213;-6250.0493;2464.4875;-2305.2131;5570.1885;-2843.4512;1347.0624;-2084.726;132.38972;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
236.664;----;----;924.1885;12983.15;7565.4497;-6255.859;2466.082;-2306.6372;5569.927;-2843.9854;1347.871;-2085.7432;98.38596;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
237.752;----;----;924.1767;12982.391;7570.484;-6259.1177;2466.8894;-2307.0974;5570.2437;-2843.7988;1348.5665;-2085.9468;119.43164;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
238.843;----;----;924.16565;12981.741;7575.391;-6264.2354;2467.1462;-2308.5288;5570.041;-2844.999;1348.3436;-2086.8252;80.50731;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
239.935;----;----;924.2178;12981.195;7580.054;-6265.658;2468.1997;-2308.6833;5569.5386;-2844.5615;1348.6971;-2086.7112;93.857285;BT;WATER;WATER;100.0;-;99.0;HYDROCHLORICACID;0.0;-;79.1;NELSEN;0.0;-;98.2;ACETONE;0.0;-;80.5;SODIUM_HYPOCHLORITE;0.0;-;97.3;FORMICACID;0.0;-;83.4;ACETICACID;0.0;-;96.2;ETHANOL;0.0;-;92.1;PHOSPHORICACID;0.0;-;89.4;HYDROGENPEROXIDE;0.0;-;67.0;SODIUM_CHLORIDE;0.0;-;90.3;;
